,rotate_angle,isDoll,success,labels
8147,1.74622,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
8148,2.39656,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2]
8149,-2.58445,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8150,-0.441338,1.0,1,[3 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2]
8151,-0.309613,1.0,1,[3 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2]
8152,-0.101605,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
8153,-2.34852,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8154,1.7753,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2]
8155,-1.89355,1.0,0,[3 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8156,2.04824,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
8157,-1.40756,1.0,1,[3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2]
8158,-2.66077,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8159,2.0522,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
8160,-0.108228,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
8161,-2.23447,1.0,1,[3 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8162,-2.39193,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8163,-3.07005,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8164,1.63334,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8165,0.713257,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
8166,-3.03846,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8167,-1.189,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
8168,2.64204,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
8169,-3.04456,1.0,1,[3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8170,2.16376,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
8171,2.15249,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
8172,-2.14295,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8173,2.85154,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
8174,-2.17717,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8175,2.35635,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
8176,3.11605,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1]
8177,-2.32211,1.0,1,[3 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8178,1.42423,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8179,0.3757,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2]
8180,-0.542544,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
8181,1.76877,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2]
8182,2.19723,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
8183,2.8495,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1]
8184,2.01536,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
8185,-2.50906,1.0,1,[3 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8186,2.14554,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
8187,0.533439,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8188,-0.618168,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
8189,-1.70652,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
8190,0.471836,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8191,-0.657801,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
8192,-2.79318,1.0,1,[3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8193,-2.60292,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8194,0.806843,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2]
8195,3.06031,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
8196,-0.222023,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
8197,1.00414,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
8198,0.641877,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8199,-0.349059,1.0,1,[3 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2]
8200,-0.911372,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
8201,-0.232497,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
8202,-1.66102,1.0,1,[3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2]
8203,-0.804772,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
8204,1.03092,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
8205,-1.1018,1.0,1,[3 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2]
8206,-0.968442,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
8207,-2.98759,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8208,-2.40363,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8209,-2.40122,1.0,1,[3 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8210,2.32113,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
8211,-3.09465,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8212,-0.12508,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
8213,-2.32962,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8214,-0.344321,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
8215,1.4014,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8216,0.395503,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8217,-2.01159,1.0,0,[3 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8218,2.75087,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2]
8219,0.614969,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2]
8220,1.89493,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
8221,-1.36757,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
8222,-1.16123,1.0,1,[3 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2]
8223,2.72581,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
8224,-2.17298,1.0,1,[3 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8225,0.366928,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8226,-1.16153,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
8227,-0.67998,1.0,1,[3 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2]
8228,0.989806,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2]
8229,1.56406,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8230,0.669562,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8231,0.286202,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
8232,0.600342,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8233,1.62589,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8234,2.09575,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2]
8235,1.66049,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8236,1.59669,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8237,-1.02341,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
8238,1.19082,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
8239,-0.100218,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
8240,0.608537,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8241,-3.11571,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8242,-1.13305,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
8243,-2.8414,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8244,-0.781088,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
8245,0.260403,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
8246,1.99325,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
8247,1.03192,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
8248,-1.21196,1.0,1,[3 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2]
8249,1.30513,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
8250,-0.792282,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
8251,-0.594075,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
8252,2.25119,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
8253,-0.734787,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
8254,2.40558,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
8255,-0.309492,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
8256,-0.760406,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
8257,-2.7841,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8258,-2.4607,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8259,0.250244,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
8260,2.05819,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
8261,2.25433,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
8262,-1.97864,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8263,1.95011,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2]
8264,-1.73903,1.0,1,[3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2]
8265,0.32475,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
8266,0.916503,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
8267,0.546319,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2]
8268,1.05615,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2]
8269,-1.28576,1.0,1,[3 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2]
8270,-1.07239,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
8271,0.591918,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8272,-1.61768,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
8273,-1.13592,1.0,1,[3 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2]
8274,0.6613,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8275,-0.691913,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
8276,0.367454,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8277,1.3286,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
8278,-2.46919,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8279,-1.009,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
8280,-2.52036,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8281,-2.10298,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8282,-0.892342,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
8283,-1.97019,1.0,0,[3 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8284,-1.19487,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
8285,-0.176101,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
8286,-0.990454,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
8287,-0.26732,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
8288,1.44098,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8289,1.67742,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8290,2.32623,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2]
8291,-0.484599,1.0,1,[3 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2]
8292,0.21277,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
8293,-1.08568,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
8294,-0.277236,1.0,1,[3 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2]
8295,-2.28174,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8296,0.705172,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
8297,1.03017,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
8298,-2.93983,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
8299,-2.78914,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8300,2.09196,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2]
8301,1.99619,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2]
8302,2.32871,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
8303,2.67694,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2]
8304,-0.183952,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
8305,3.01803,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
8306,1.09031,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
8307,-2.31787,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
8308,1.42552,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8309,0.994745,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
8310,0.752829,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2]
8311,-1.76699,1.0,0,[3 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8312,2.92838,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
8313,1.4161,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8314,0.584819,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8315,-2.15625,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8316,0.0273832,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
8317,1.13324,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
8318,-2.52353,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8319,-0.0388094,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
8320,0.204851,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
8321,-2.80549,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8322,1.47942,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8323,0.567534,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8324,0.418212,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2]
8325,-2.40732,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8326,0.314673,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
8327,-0.120308,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
8328,-1.90576,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8329,-0.0681392,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
8330,-0.58161,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
8331,-1.78437,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8332,-2.25546,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8333,0.0243474,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
8334,-2.01017,1.0,0,[3 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8335,0.385607,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8336,2.40459,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
8337,-1.67587,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
8338,-2.71403,1.0,1,[3 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8339,0.321858,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
8340,-3.09887,1.0,1,[3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8341,1.34656,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
8342,-1.93339,1.0,0,[3 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8343,0.226399,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
8344,1.49942,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8345,1.15979,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
8346,0.50384,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8347,-1.47501,1.0,1,[3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2]
8348,2.14088,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
8349,1.28345,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
8350,0.13967,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
8351,0.671776,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2]
8352,-0.391249,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
8353,-0.433651,1.0,1,[3 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2]
8354,-2.18396,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8355,2.31646,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
8356,-2.9728,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8357,-1.43578,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
8358,0.139546,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
8359,0.368778,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8360,2.89237,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
8361,1.12303,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
8362,-2.19618,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8363,-2.60251,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8364,-0.729724,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
8365,-1.38938,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
8366,-0.355543,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
8367,2.26547,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
8368,-2.65102,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8369,1.04422,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2]
8370,1.37206,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
8371,-2.98545,1.0,1,[3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8372,1.58961,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8373,1.91533,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
8374,2.83218,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1]
8375,1.42265,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8376,-1.60102,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
8377,-1.49384,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
8378,-1.34821,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
8379,1.06091,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
8380,2.0365,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
8381,-0.857727,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
8382,1.97975,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
8383,-1.19579,1.0,1,[3 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2]
8384,1.66638,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8385,-0.55079,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
8386,1.97188,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
8387,0.480806,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8388,2.08724,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
8389,2.0661,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
8390,-1.1627,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
8391,1.37192,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
8392,-1.14356,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
8393,1.54262,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2]
8394,1.41185,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
8395,-0.702265,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
8396,2.81597,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1]
8397,3.0512,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
8398,-2.73971,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
8399,1.79856,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2]
8400,0.440476,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
8401,-2.26131,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
8402,1.66087,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
